claim_id,ticker,call_date,horizon_end_date,claim_type,is_compustat_relevant,assertion_kind,candidate_fields,skipped_reason,verdict,n_citations,model,mode
KO_20230424_c18f1b61,KO,2023-04-24,2023-12-31,numerical_guidance,True,magnitude,oancf_q,,partially_verified,3,gpt-4o-mini,verdict
KO_20230424_e5803575,KO,2023-04-24,2023-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,3,gpt-4o-mini,verdict
KO_20230726_fe359665,KO,2023-07-26,2023-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,3,gpt-4o-mini,verdict
KO_20230726_1c12691c,KO,2023-07-26,2023-12-31,numerical_guidance,True,both,revtq;epspxq,,partially_verified,4,gpt-4o-mini,verdict
KO_20230726_17e8756f,KO,2023-07-26,2023-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,2,gpt-4o-mini,verdict
KO_20230726_80190e9c,KO,2023-07-26,2023-12-31,numerical_guidance,True,magnitude,oancf_q;capx_q,,partially_verified,2,gpt-4o-mini,verdict
KO_20231024_eab67a2e,KO,2023-10-24,2023-12-31,numerical_guidance,True,magnitude,saleq;revtq,,not_yet_resolvable,2,gpt-4o-mini,verdict
KO_20231024_1d17504f,KO,2023-10-24,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
KO_20231024_a1cb43ba,KO,2023-10-24,2023-12-31,numerical_guidance,True,magnitude,revtq,,contradicted,2,gpt-4o-mini,verdict
KO_20231024_0184631d,KO,2023-10-24,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
KO_20231024_8fc207ce,KO,2023-10-24,2023-12-31,numerical_guidance,True,magnitude,txtq,,verified,1,gpt-4o-mini,verdict
KO_20231024_e3ff2552,KO,2023-10-24,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20231024_92901f9d,KO,2023-10-24,2023-12-31,capital_allocation,True,magnitude,capx_q,,partially_verified,1,gpt-4o-mini,verdict
KO_20231024_20248da5,KO,2023-10-24,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20240213_8d475362,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
KO_20240213_aa128976,KO,2024-02-13,2024-12-31,numerical_guidance,True,direction,epspxq;epsfxq,,contradicted,2,gpt-4o-mini,verdict
KO_20240213_935ef02b,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20240213_e21e2f6b,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,epsfxq,,verified,2,gpt-4o-mini,verdict
KO_20240213_9e5e17e1,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,1,gpt-4o-mini,verdict
KO_20240213_183a9188,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,oancf_q;capx_q,,contradicted,2,gpt-4o-mini,verdict
KO_20240213_4ec2be57,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,oancf_q,,verified,2,gpt-4o-mini,verdict
KO_20240213_dfed5957,KO,2024-02-13,2024-12-31,numerical_guidance,True,magnitude,epspxq;epsfxq,,contradicted,2,gpt-4o-mini,verdict
KO_20240213_385d51d3,KO,2024-02-13,2024-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20240213_58d0bcf9,KO,2024-02-13,2024-12-31,capital_allocation,True,magnitude,capx_q,,verified,4,gpt-4o-mini,verdict
KO_20240430_5a826a24,KO,2024-04-30,2024-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,4,gpt-4o-mini,verdict
KO_20240430_d324d6d4,KO,2024-04-30,2024-12-31,numerical_guidance,True,magnitude,epspxq;epsfxq,,contradicted,7,gpt-4o-mini,verdict
KO_20240430_aba3cade,KO,2024-04-30,2024-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,3,gpt-4o-mini,verdict
KO_20240430_557a1197,KO,2024-04-30,2024-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,3,gpt-4o-mini,verdict
KO_20240430_7e4da8bb,KO,2024-04-30,2024-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,2,gpt-4o-mini,verdict
KO_20240430_f3108567,KO,2024-04-30,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20240723_4192f7ac,KO,2024-07-23,2024-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,2,gpt-4o-mini,verdict
KO_20240723_a9db48d2,KO,2024-07-23,2024-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20240723_86e43019,KO,2024-07-23,2025-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20241023_95120d3f,KO,2024-10-23,2024-12-31,numerical_guidance,True,magnitude,niq;revtq,,partially_verified,2,gpt-4o-mini,verdict
KO_20241023_2d56135e,KO,2024-10-23,2025-12-31,numerical_guidance,True,magnitude,dlttq;ltq,,verified,2,gpt-4o-mini,verdict
KO_20241023_a606f075,KO,2024-10-23,2024-12-31,numerical_guidance,True,both,revtq;epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20250211_74a682b9,KO,2025-02-11,2025-12-31,numerical_guidance,True,both,saleq;epspxq,,partially_verified,8,gpt-4o-mini,verdict
KO_20250211_8a3b9b64,KO,2025-02-11,2025-12-31,numerical_guidance,True,both,revtq;epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20250211_0d2c045f,KO,2025-02-11,2025-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20250211_fb7791bb,KO,2025-02-11,2025-12-31,numerical_guidance,True,magnitude,oancf_q;capx_q,,contradicted,2,gpt-4o-mini,verdict
KO_20250211_554a7a55,KO,2025-02-11,2025-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,2,gpt-4o-mini,verdict
KO_20250429_8d1e1e5a,KO,2025-04-29,2025-12-31,numerical_guidance,True,magnitude,saleq;revtq,,not_yet_resolvable,3,gpt-4o-mini,verdict
KO_20250429_e0f6de95,KO,2025-04-29,2025-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,3,gpt-4o-mini,verdict
KO_20250429_54a5c184,KO,2025-04-29,2025-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,3,gpt-4o-mini,verdict
KO_20250429_43d16908,KO,2025-04-29,2025-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,3,gpt-4o-mini,verdict
KO_20250429_2f80afa0,KO,2025-04-29,2025-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20250722_073dc411,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,3,gpt-4o-mini,verdict
KO_20250722_149bfcbe,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,epspxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20250722_44a325db,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20250722_72d276ef,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20250722_8c03d5c0,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,txtq,,partially_verified,2,gpt-4o-mini,verdict
KO_20250722_54908dd5,KO,2025-07-22,2025-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20250722_c8f6c600,KO,2025-07-22,2025-10-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20251021_807f4cd5,KO,2025-10-21,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20251021_ad134056,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
KO_20251021_e842bcd3,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,epspxq;epsfxq,,contradicted,2,gpt-4o-mini,verdict
KO_20251021_59a567c9,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,1,gpt-4o-mini,verdict
KO_20251021_22f03d61,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
KO_20251021_80939478,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20251021_5751d9bf,KO,2025-10-21,2025-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,1,gpt-4o-mini,verdict
KO_20251021_17837408,KO,2025-10-21,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20260210_db4912de,KO,2026-02-10,2026-12-31,numerical_guidance,True,magnitude,saleq;revtq,,not_yet_resolvable,2,gpt-4o-mini,verdict
KO_20260210_841d9fcc,KO,2026-02-10,2026-12-31,numerical_guidance,True,magnitude,revtq,,not_yet_resolvable,2,gpt-4o-mini,verdict
KO_20260210_7ac997af,KO,2026-02-10,2026-12-31,numerical_guidance,True,magnitude,epspxq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20260210_4b65b1df,KO,2026-02-10,2026-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20260210_0d25da3b,KO,2026-02-10,2026-12-31,numerical_guidance,True,both,oancf_q;capx_q,,not_yet_resolvable,2,gpt-4o-mini,verdict
KO_20260210_c67270fe,KO,2026-02-10,2026-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,1,gpt-4o-mini,verdict
KO_20260210_9db49789,KO,2026-02-10,2026-12-31,capital_allocation,True,magnitude,capx_q,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20260210_d0595a5d,KO,2026-02-10,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20260428_8c95817c,KO,2026-04-28,2026-12-31,numerical_guidance,True,magnitude,epsfxq,empty_panel,,0,gpt-4o-mini,verdict
KO_20260428_5ba8472e,KO,2026-04-28,2026-12-31,numerical_guidance,True,magnitude,txtq,empty_panel,,0,gpt-4o-mini,verdict
LLY_20200130_217aaea7,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20200130_ae51adf3,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20200130_58be9607,LLY,2020-01-30,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200130_ff3e3c72,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
LLY_20200130_c231f3be,LLY,2020-01-30,2020-03-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200130_8e247457,LLY,2020-01-30,2020-04-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200130_a8f317d6,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,revtq,,verified,1,gpt-4o-mini,verdict
LLY_20200130_c7d10e6c,LLY,2020-01-30,2020-12-31,numerical_guidance,True,both,epspxq;oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20200130_218c3185,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,epsfxq,,verified,1,gpt-4o-mini,verdict
LLY_20200130_0b62e8fa,LLY,2020-01-30,2020-03-31,numerical_guidance,True,magnitude,oibdpq,,partially_verified,1,gpt-4o-mini,verdict
LLY_20200130_4ba6f9d5,LLY,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,saleq;xsgaq;oibdpq,,verified,3,gpt-4o-mini,verdict
LLY_20200423_dd2cd945,LLY,2020-04-23,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200423_57d0d857,LLY,2020-04-23,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200423_24b554a8,LLY,2020-04-23,2020-12-31,capital_allocation,True,both,xsgaq,,verified,3,gpt-4o-mini,verdict
LLY_20200423_0d886f6b,LLY,2020-04-23,2020-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20200423_d48b87fb,LLY,2020-04-23,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20200730_9fbf0e1b,LLY,2020-07-30,2020-12-31,numerical_guidance,True,magnitude,oibdpq,,partially_verified,2,gpt-4o-mini,verdict
LLY_20200730_0f484e5b,LLY,2020-07-30,2021-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
LLY_20200730_0ea11753,LLY,2020-07-30,2020-12-31,numerical_guidance,True,magnitude,saleq,,verified,2,gpt-4o-mini,verdict
LLY_20200730_890be604,LLY,2020-07-30,2020-12-31,numerical_guidance,True,magnitude,oibdpq,,partially_verified,2,gpt-4o-mini,verdict
LLY_20201027_94c75a7c,LLY,2020-10-27,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20201027_afd169b8,LLY,2020-10-27,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20201027_e1201bcd,LLY,2020-10-27,2020-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
LLY_20201027_2031663c,LLY,2020-10-27,2020-12-31,numerical_guidance,True,magnitude,xrdq,,verified,1,gpt-4o-mini,verdict
LLY_20210129_18e56a55,LLY,2021-01-29,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20210129_b2fff468,LLY,2021-01-29,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210129_b3d365ad,LLY,2021-01-29,2021-12-31,numerical_guidance,True,magnitude,revtq,,verified,1,gpt-4o-mini,verdict
LLY_20210129_fc954b6b,LLY,2021-01-29,2021-03-31,numerical_guidance,True,magnitude,saleq;revtq,,contradicted,2,gpt-4o-mini,verdict
LLY_20210427_5c6d1331,LLY,2021-04-27,2021-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
LLY_20210427_53e8a463,LLY,2021-04-27,2021-12-31,numerical_guidance,True,magnitude,revtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20210427_9851431a,LLY,2021-04-27,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210427_c965a55c,LLY,2021-04-27,2021-07-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210427_891e85e3,LLY,2021-04-27,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210427_9c154555,LLY,2021-04-27,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210427_130b8798,LLY,2021-04-27,2031-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_ef3b8ce7,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_652e8424,LLY,2021-08-03,2021-12-31,capital_allocation,True,magnitude,xrdq;capx_q,,partially_verified,5,gpt-4o-mini,verdict
LLY_20210803_a7c9ca8e,LLY,2021-08-03,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_4fd0415f,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
LLY_20210803_f833f791,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,cogsq,,partially_verified,2,gpt-4o-mini,verdict
LLY_20210803_5c7a42a4,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,cogsq,,verified,2,gpt-4o-mini,verdict
LLY_20210803_250edc57,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20210803_c0501177,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20210803_ad338cd1,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,xintq,,contradicted,2,gpt-4o-mini,verdict
LLY_20210803_df2e710c,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,ibq,,contradicted,1,gpt-4o-mini,verdict
LLY_20210803_d4271088,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,2,gpt-4o-mini,verdict
LLY_20210803_9c709f4a,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,2,gpt-4o-mini,verdict
LLY_20210803_dc30f818,LLY,2021-08-03,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20210803_0fb241fc,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_afc95594,LLY,2021-08-03,2021-09-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_ce96b34c,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_afab02de,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_3755177d,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20210803_0043e072,LLY,2021-08-03,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_e7e0314e,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,revtq,,verified,1,gpt-4o-mini,verdict
LLY_20211026_7a2cecfd,LLY,2021-10-26,2022-09-30,numerical_guidance,True,magnitude,revtq,,partially_verified,1,gpt-4o-mini,verdict
LLY_20211026_1f5abc1c,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,revtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20211026_f1bdbac7,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,oibdpq,,verified,1,gpt-4o-mini,verdict
LLY_20211026_dab98fba,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,piq,,contradicted,1,gpt-4o-mini,verdict
LLY_20211026_37a4fa90,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20211026_96566b40,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20211026_c2a34d8e,LLY,2021-10-26,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20211026_cadf4320,LLY,2021-10-26,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,contradicted,2,gpt-4o-mini,verdict
LLY_20211026_2cd114ab,LLY,2021-10-26,2022-06-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_9ce89659,LLY,2021-10-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_fdc77d22,LLY,2021-10-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_9780abee,LLY,2021-10-26,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_87c3f5b7,LLY,2021-10-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20211026_b24adff5,LLY,2021-10-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220203_73d37947,LLY,2022-02-03,2023-12-31,numerical_guidance,True,direction,revtq,,verified,2,gpt-4o-mini,verdict
LLY_20220203_22d86635,LLY,2022-02-03,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220203_053df00c,LLY,2022-02-03,2022-03-31,numerical_guidance,True,magnitude,revtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20220203_33a6e671,LLY,2022-02-03,2022-12-31,numerical_guidance,True,direction,saleq,,verified,4,gpt-4o-mini,verdict
LLY_20220428_a5ad61c4,LLY,2022-04-28,2022-06-30,numerical_guidance,True,direction,revtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20220428_f65503e3,LLY,2022-04-28,2022-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,3,gpt-4o-mini,verdict
LLY_20220428_97ce6a3a,LLY,2022-04-28,2022-12-31,numerical_guidance,True,magnitude,txtq,,verified,2,gpt-4o-mini,verdict
LLY_20220804_7d0c9162,LLY,2022-08-04,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_877fc4fa,LLY,2022-08-04,2022-09-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_a470d656,LLY,2022-08-04,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_45db87ad,LLY,2022-08-04,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_9030eb51,LLY,2022-08-04,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
LLY_20220804_b035e42a,LLY,2022-08-04,2022-12-31,capital_allocation,True,direction,xsgaq,,verified,2,gpt-4o-mini,verdict
LLY_20220804_8561760f,LLY,2022-08-04,2022-12-31,capital_allocation,True,magnitude,xrdq,,partially_verified,1,gpt-4o-mini,verdict
LLY_20220804_6e643fde,LLY,2022-08-04,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_40d6548c,LLY,2022-08-04,2022-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,2,gpt-4o-mini,verdict
LLY_20220804_d868f1d9,LLY,2022-08-04,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_07a55467,LLY,2022-08-04,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_1d3a0533,LLY,2022-08-04,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20220804_e7f89b05,LLY,2022-08-04,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_b1d12c86,LLY,2022-11-01,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_2a7411cf,LLY,2022-11-01,2023-08-01,capital_allocation,True,magnitude,xrdq;capx_q,,partially_verified,6,gpt-4o-mini,verdict
LLY_20221101_333d7e8f,LLY,2022-11-01,2022-12-31,numerical_guidance,True,magnitude,revtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20221101_f8b7dbfb,LLY,2022-11-01,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_c2378f02,LLY,2022-11-01,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_bdae5575,LLY,2022-11-01,2022-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20221101_14908877,LLY,2022-11-01,2022-12-31,numerical_guidance,True,magnitude,txtq,,contradicted,1,gpt-4o-mini,verdict
LLY_20221101_a5b4a0ed,LLY,2022-11-01,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20221101_3f66cf5f,LLY,2022-11-01,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20221101_b5a03bd3,LLY,2022-11-01,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_7d1752db,LLY,2022-11-01,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_e0b40b2a,LLY,2022-11-01,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20221101_fa0cd1d1,LLY,2022-11-01,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230202_a465d094,LLY,2023-02-02,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230202_51139abc,LLY,2023-02-02,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230202_ea6480da,LLY,2023-02-02,2023-12-31,numerical_guidance,True,magnitude,txtq,,verified,2,gpt-4o-mini,verdict
LLY_20230202_a794d372,LLY,2023-02-02,2023-12-31,numerical_guidance,True,magnitude,epspxq;epsfxq,,contradicted,2,gpt-4o-mini,verdict
LLY_20230202_37d11b0e,LLY,2023-02-02,2023-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
LLY_20230202_cd364945,LLY,2023-02-02,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230202_58443919,LLY,2023-02-02,2023-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,2,gpt-4o-mini,verdict
LLY_20230427_de0fe734,LLY,2023-04-27,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_f31d4409,LLY,2023-04-27,2023-12-31,numerical_guidance,True,magnitude,revtq,,verified,3,gpt-4o-mini,verdict
LLY_20230427_0c5bc514,LLY,2023-04-27,2023-12-31,capital_allocation,True,magnitude,xsgaq,,verified,3,gpt-4o-mini,verdict
LLY_20230427_ad45ec2d,LLY,2023-04-27,2023-12-31,capital_allocation,True,magnitude,xrdq,,verified,2,gpt-4o-mini,verdict
LLY_20230427_0bf7c756,LLY,2023-04-27,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20230427_5638a15f,LLY,2023-04-27,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
LLY_20230427_4d636b7a,LLY,2023-04-27,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_0fbffc0d,LLY,2023-04-27,2023-06-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_8134c1d7,LLY,2023-04-27,2023-06-30,numerical_guidance,True,direction,saleq;oibdpq,,verified,2,gpt-4o-mini,verdict
LLY_20230427_3a4d2cce,LLY,2023-04-27,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_46c2b4a6,LLY,2023-04-27,2023-06-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_7d4c6cfa,LLY,2023-04-27,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_d5e018c6,LLY,2023-04-27,2023-06-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20230427_aee1ba5e,LLY,2023-04-27,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
